PLAYER,POS,AGE,TEAM,G,MP,PER,3PAr,FTr,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,VORP,SEASON,AdjustedSalary,AdjustedPayroll,MinutesPG,TS%,AdjustedSalaryCap
Jarrett Culver,SG,20,MIN,63,1506,9.6,0.388,0.206,7.4,10.8,1.8,2.1,11.5,19.2,-3.3,-0.7,-0.8,2020,5813640,132706778,23.9047619,0.467,111159664
Josh Okogie,SG,21,MIN,62,1547,11.5,0.387,0.48,9.1,8.9,2,1.4,15.3,15.1,-2.4,0,-0.2,2020,2530680,132706778,24.9516129,0.553,111159664
Robert Covington,PF,29,MIN,48,1411,13.5,0.629,0.19,10.7,5.9,2.6,2.6,12,17.8,-1.2,1.2,0.7,2020,11301219,132706778,29.39583333,0.572,111159664
Brandon Ingram,PF,22,NOP,62,2104,18.8,0.35,0.336,9.6,19.3,1.3,1.5,13.1,28.1,2.5,-0.4,2.2,2020,7265485,117868297,33.93548387,0.587,111159664
Derrick Favors,C,28,NOP,51,1243,18.5,0.021,0.209,21.4,9.2,1.1,3.1,12.9,14,0.7,0.3,0.9,2020,17650000,117868297,24.37254902,0.62,111159664
E'Twaun Moore,SG,30,NOP,56,1020,11.3,0.382,0.103,6.8,11,1.5,0.9,8.1,19.9,-1.9,-0.8,-0.2,2020,8664928,117868297,18.21428571,0.51,111159664
Frank Jackson,PG,21,NOP,59,797,9.1,0.435,0.227,5.5,10.8,1,0.4,11.9,21.2,-3.3,-2.2,-0.7,2020,1618520,117868297,13.50847458,0.51,111159664
Jaxson Hayes,C,19,NOP,64,1080,17.6,0.015,0.734,12.7,7.2,1.1,4.3,13.4,15,-0.9,0.6,0.5,2020,4862040,117868297,16.875,0.689,111159664
Josh Hart,SF,24,NOP,65,1755,11.9,0.665,0.216,12.8,8.2,1.7,1.1,11.4,15.3,-1.1,0.4,0.6,2020,1934160,117868297,27,0.563,111159664
Jrue Holiday,SG,29,NOP,61,2117,17,0.344,0.181,7.3,29.1,2.2,1.9,14.5,24.5,1.6,0.2,2,2020,26131111,117868297,34.70491803,0.537,111159664
Lonzo Ball,PG,22,NOP,63,2025,13.1,0.575,0.111,10,29.1,2,1.6,21.1,18.5,0.1,0.6,1.3,2020,8719320,117868297,32.14285714,0.517,111159664
Nickeil Alexander-Walker,SG,21,NOP,47,591,8.9,0.5,0.139,7.5,21.1,1.3,1.1,16.1,23.3,-3.2,-1.4,-0.4,2020,2964840,117868297,12.57446809,0.473,111159664
Nicolo Melli,C,29,NOP,60,1042,11.4,0.638,0.226,9.2,10.5,1.5,1.8,11.5,15.7,-1.5,0.2,0.2,2020,4102564,117868297,17.36666667,0.556,111159664
Bobby Portis,C,24,NYK,66,1393,14.6,0.317,0.158,12.9,11.1,1.1,1.2,10.4,21.4,0,-1.1,0.3,2020,15000000,110374031,21.10606061,0.53,111159664
Damyean Dotson,SG,25,NYK,48,836,10.9,0.562,0.114,5.8,10,1.3,0.5,6.5,16.5,-0.9,-0.5,0.1,2020,1618520,110374031,17.41666667,0.527,111159664
Elfrid Payton,PG,25,NYK,45,1246,16,0.157,0.195,9.1,38.6,2.7,1.3,16.7,19.5,-0.4,0.4,0.6,2020,8000000,110374031,27.68888889,0.47,111159664
Frank Ntilikina,PG,21,NYK,57,1187,9.8,0.411,0.177,5.4,20.2,2.2,1.3,16.5,15.4,-3.6,0.4,-0.4,2020,4855800,110374031,20.8245614,0.497,111159664
Julius Randle,PF,25,NYK,64,2080,17.5,0.23,0.35,16,15.8,1.2,1,14.3,27.6,0.7,-1,0.9,2020,18000000,110374031,32.5,0.538,111159664
Kevin Knox,SF,20,NYK,65,1166,8.3,0.496,0.252,8.4,7.4,1,2.3,9.2,17.8,-3.1,-1.1,-0.7,2020,4380120,110374031,17.93846154,0.47,111159664
Marcus Morris,SF,30,NYK,43,1387,16.5,0.415,0.311,9,6.8,1.2,1.2,9.2,24.4,1.8,-1.1,0.9,2020,15000000,110374031,32.25581395,0.582,111159664
Mitchell Robinson,C,21,NYK,61,1412,23.5,0,0.434,16.2,3.9,1.8,8,8.3,13.3,1.6,1.4,1.8,2020,1559712,110374031,23.14754098,0.726,111159664
RJ Barrett,SG,19,NYK,56,1704,10.7,0.271,0.349,8.7,12.8,1.6,0.9,12.9,24,-2.9,-1.5,-1,2020,7839960,110374031,30.42857143,0.479,111159664
Taj Gibson,C,34,NYK,62,1025,16.1,0.049,0.196,13.9,7.6,1.3,2.8,13.1,14.8,-0.8,-0.3,0.2,2020,9000000,110374031,16.53225806,0.61,111159664
Abdel Nader,SF,26,OKC,55,867,11.3,0.487,0.251,6.4,6.4,1.3,2,12.8,17,-1.1,0.2,0.2,2020,1618520,133935277,15.76363636,0.591,111159664
Chris Paul,PG,34,OKC,70,2208,21.7,0.343,0.315,8.7,34,2.4,0.4,13.8,23.3,3,1.4,3.5,2020,38506482,133935277,31.54285714,0.61,111159664
Danilo Gallinari,PF,31,OKC,62,1834,19.5,0.537,0.365,9.7,10.3,1.1,0.2,7.4,24.6,4.1,-0.9,2.4,2020,22615559,133935277,29.58064516,0.612,111159664
Darius Bazley,PF,19,OKC,61,1130,9.6,0.445,0.196,12,5.1,1,3.1,11.6,15.1,-2.1,0.5,0.1,2020,2284800,133935277,18.52459016,0.497,111159664
Dennis Schroeder,PG,26,OKC,65,1999,16.7,0.337,0.245,6.5,21.9,1.1,0.6,13.4,27.2,1.1,-1.1,1,2020,15500000,133935277,30.75384615,0.575,111159664
Hamidou Diallo,SF,21,OKC,46,896,9.3,0.193,0.213,10.3,5.9,2,0.9,13.6,18.4,-4.2,0.3,-0.4,2020,1416852,133935277,19.47826087,0.491,111159664
Mike Muscala,C,28,OKC,47,572,12.5,0.757,0.116,10.4,10.1,0.8,1.8,7.9,16.6,0.1,-0.2,0.3,2020,2028594,133935277,12.17021277,0.569,111159664
Nerlens Noel,C,25,OKC,61,1127,20.4,0.011,0.394,14.7,7.6,2.5,6.9,17.3,14.9,-0.3,3.4,1.5,2020,1882867,133935277,18.47540984,0.711,111159664
Shai Gilgeous-Alexander,SG,21,OKC,70,2428,17.7,0.247,0.352,9.4,15.2,1.6,1.7,10.3,23.7,1.3,0.4,2.2,2020,3952920,133935277,34.68571429,0.568,111159664
Steven Adams,C,26,OKC,63,1680,20.5,0.006,0.421,19.2,13.2,1.5,3.4,14.2,17.3,1.9,1.1,2.1,2020,25842697,133935277,26.66666667,0.604,111159664
Terrance Ferguson,SF,21,OKC,56,1257,3.7,0.764,0.091,3.3,5.3,1,1.2,11.9,9.1,-4.8,0.3,-0.8,2020,2475840,133935277,22.44642857,0.481,111159664
Aaron Gordon,PF,24,ORL,62,2017,15.1,0.309,0.292,12.7,17.4,1.2,1.7,10.4,20.7,-0.1,0.1,1,2020,19863636,133692528,32.53225806,0.516,111159664
Evan Fournier,SG,27,ORL,66,2076,16.4,0.467,0.237,4.4,16.6,1.7,0.7,10.9,23.9,1.4,-0.4,1.6,2020,17150000,133692528,31.45454545,0.554,111159664
Khem Birch,C,27,ORL,48,922,11.7,0.007,0.706,12.9,7.3,1.1,2.3,14.2,10.2,-2.5,0.2,-0.1,2020,3000000,133692528,19.20833333,0.595,111159664
Markelle Fultz,PG,21,ORL,72,1996,14.3,0.175,0.206,6.4,29,2.2,0.5,14.9,21.4,-1.8,0,0.1,2020,9745200,133692528,27.72222222,0.566,111159664
Michael Carter-Williams,SG,28,ORL,45,833,15.3,0.288,0.365,9.5,19.1,2.9,2.4,14.7,18.3,-1.5,1.6,0.5,2020,2028594,133692528,18.51111111,0.517,111159664
Mo Bamba,C,21,ORL,62,878,17.5,0.374,0.161,18.5,7.2,1.3,8.8,12.1,17.1,-1.2,1.6,0.5,2020,5697600,133692528,14.16129032,0.542,111159664
Terrence Ross,SG,28,ORL,69,1889,14,0.596,0.217,6.3,6.8,2,1.1,7,22.8,-0.1,-0.3,0.8,2020,12500000,133692528,27.37681159,0.548,111159664
Wesley Iwundu,SF,25,ORL,52,953,10.3,0.352,0.416,7.4,8.8,1.3,1.2,8.6,13.7,-2.7,0,-0.2,2020,1618520,133692528,18.32692308,0.544,111159664
Al Horford,C,33,PHI,67,2025,15.7,0.399,0.113,12.4,19.2,1.2,2.6,9.7,17.5,1.3,1,2.2,2020,28000000,133639383,30.2238806,0.536,111159664
Ben Simmons,PG,23,PHI,57,2017,20.4,0.011,0.461,12.2,33.8,2.9,1.4,20.4,20.9,1.3,2.3,2.8,2020,8113929,133639383,35.38596491,0.602,111159664
Furkan Korkmaz,SG,22,PHI,72,1559,12,0.632,0.181,6,7.3,1.3,0.9,8.8,18.4,-0.3,-1,0.3,2020,1620564,133639383,21.65277778,0.579,111159664
James Ennis,SF,29,PHI,49,776,12.3,0.469,0.27,10.7,7.3,1.4,1.5,10.9,15.7,-1.5,0,0.1,2020,1882867,133639383,15.83673469,0.564,111159664
Joel Embiid,C,25,PHI,51,1506,25.8,0.215,0.543,21.7,16.9,1.4,3.7,13.8,32.9,3.7,1,2.5,2020,27504630,133639383,29.52941176,0.59,111159664
Josh Richardson,SG,26,PHI,55,1693,12,0.385,0.218,5.7,13.9,1.5,1.8,12.8,20.6,-1.4,-0.4,0.1,2020,10116576,133639383,30.78181818,0.533,111159664
Matisse Thybulle,SG,22,PHI,65,1287,10,0.592,0.155,4.6,8,3.5,3.1,15.3,11.2,-2.8,3.1,0.8,2020,2582160,133639383,19.8,0.539,111159664
Mike Scott,PF,31,PHI,68,1207,11.2,0.62,0.106,11.3,6.4,0.8,0.4,6.6,14,-0.7,-1.1,0.1,2020,4767000,133639383,17.75,0.557,111159664
Raul Neto,PG,27,PHI,54,668,12.7,0.396,0.212,5,20.3,1.7,0.8,16.2,18.7,-1.2,-0.6,0,2020,1737145,133639383,12.37037037,0.567,111159664
Tobias Harris,PF,27,PHI,72,2469,17.2,0.304,0.184,11.1,14.6,1,1.4,7.6,23.9,1.3,-0.5,1.8,2020,32742000,133639383,34.29166667,0.556,111159664
Aron Baynes,C,33,PHO,42,934,15.2,0.441,0.197,14.1,10.9,0.5,2.1,10.8,21.1,-0.2,-0.8,0.2,2020,5453280,121225045,22.23809524,0.581,111159664
Cameron Johnson,PF,23,PHO,57,1255,12.9,0.672,0.141,8.3,7.7,1.4,1.4,6.9,15.7,0.8,-0.4,0.7,2020,4033440,121225045,22.01754386,0.586,111159664
Dario Saric,PF,25,PHO,66,1632,14.2,0.437,0.238,13.8,10.8,1.1,0.9,12.9,17.8,-0.1,-0.3,0.7,2020,3481985,121225045,24.72727273,0.592,111159664
Devin Booker,SG,23,PHO,70,2512,20.6,0.31,0.397,6.6,30,0.9,0.6,14.9,30,3.4,-1.3,2.6,2020,27285000,121225045,35.88571429,0.618,111159664
Elie Okobo,PG,22,PHO,55,719,10.6,0.392,0.392,6.9,21.2,1.6,0.5,15.2,14.8,-1.9,0,0,2020,1416852,121225045,13.07272727,0.516,111159664
Jevon Carter,PG,24,PHO,58,945,11.3,0.601,0.111,6.9,11.9,2.4,1.6,11.2,12.9,-0.7,1.3,0.6,2020,1416852,121225045,16.29310345,0.563,111159664
Mikal Bridges,SF,23,PHO,73,2042,12.9,0.401,0.252,7.9,8.6,2.4,2,12,12.7,-0.6,1.5,1.5,2020,4161000,121225045,27.97260274,0.62,111159664
Ricky Rubio,PG,29,PHO,65,2016,16.5,0.312,0.327,8.4,39.7,2.2,0.5,17.9,20.4,0.7,0.2,1.5,2020,16200000,121225045,31.01538462,0.535,111159664
Anfernee Simons,SG,20,POR,70,1449,9,0.422,0.172,5.5,9.2,0.9,0.6,9.6,18.7,-2.6,-1.9,-0.9,2020,2149560,137534744,20.7,0.502,111159664
Carmelo Anthony,PF,35,POR,58,1902,12.4,0.289,0.206,10.1,6.4,1.2,1.2,10.5,21.2,-1.8,-1.8,-0.8,2020,2159029,137534744,32.79310345,0.525,111159664
CJ McCollum,SG,28,POR,70,2556,17,0.378,0.136,6.1,19.1,1,1.4,8.1,25.9,2.3,-1.8,1.6,2020,27556959,137534744,36.51428571,0.541,111159664
Damian Lillard,PG,29,POR,66,2474,26.9,0.5,0.384,6,34.4,1.3,0.8,11,30.3,8.3,-0.9,5.9,2020,29802321,137534744,37.48484848,0.627,111159664
Gary Trent Jr.,SG,21,POR,61,1332,12.9,0.608,0.102,3.9,6.3,1.7,1,4.4,15.3,0.5,-0.8,0.6,2020,1416852,137534744,21.83606557,0.587,111159664
Hassan Whiteside,C,30,POR,67,2008,25,0.01,0.34,23.6,5.9,0.6,8.4,12.9,19.6,2.5,0.7,2.6,2020,27093018,137534744,29.97014925,0.644,111159664
Kent Bazemore,SF,30,POR,43,1111,7.5,0.525,0.221,8.1,7.1,1.9,2.4,14.4,15.9,-3.6,0.4,-0.3,2020,19269663,137534744,25.8372093,0.475,111159664
Mario Hezonja,PF,24,POR,53,871,9.5,0.358,0.271,11,7.5,2,0.9,14.7,13.9,-3.1,0.2,-0.2,2020,1737145,137534744,16.43396226,0.525,111159664
Bogdan Bogdanovic,SG,27,SAC,61,1766,15.1,0.576,0.151,6.6,18,1.8,0.8,11.1,22.6,1.2,-0.5,1.2,2020,8529386,118501111,28.95081967,0.565,111159664
Buddy Hield,SG,27,SAC,72,2216,16,0.592,0.117,8.3,15.5,1.4,0.7,12.1,27.2,2.5,-1.4,1.7,2020,4861207,118501111,30.77777778,0.566,111159664
Cory Joseph,PG,28,SAC,72,1759,10.1,0.386,0.17,6,19.1,1.5,1.1,15.3,12.9,-2.1,0.1,0,2020,12000000,118501111,24.43055556,0.517,111159664
De'Aaron Fox,PG,22,SAC,51,1634,20.6,0.227,0.42,6.8,35.3,2.2,1.5,14.1,29.8,2.3,-0.5,1.6,2020,6392760,118501111,32.03921569,0.558,111159664
Harrison Barnes,PF,27,SAC,72,2482,13.3,0.338,0.337,8.1,9.2,0.8,0.5,8.8,17.4,0,-1.3,0.5,2020,24147727,118501111,34.47222222,0.574,111159664
Harry Giles,PF,21,SAC,46,667,16.4,0.008,0.195,15.9,14.2,1.6,2.6,13.9,20.6,-2.2,0.9,0.1,2020,2578800,118501111,14.5,0.58,111159664
Nemanja Bjelica,PF,31,SAC,72,2011,15.7,0.49,0.129,12.8,14.7,1.5,1.9,12.5,17,1.2,0.5,1.9,2020,6825000,118501111,27.93055556,0.602,111159664
Richaun Holmes,C,26,SAC,44,1242,19.7,0,0.343,16.2,5.1,1.6,4.3,11.6,15.6,0.3,0.6,0.9,2020,4767000,118501111,28.22727273,0.681,111159664
Bryn Forbes,SG,26,SAS,63,1579,11.1,0.656,0.155,4.3,9.5,1,0,8.4,18.5,-0.6,-2.1,-0.3,2020,2875000,124292187,25.06349206,0.57,111159664
Dejounte Murray,PG,23,SAS,66,1687,16.2,0.174,0.179,12.2,23.1,3.1,0.9,15.4,20.8,-0.9,1.3,1,2020,2321735,124292187,25.56060606,0.524,111159664
DeMar DeRozan,SF,30,SAS,68,2316,21.6,0.033,0.43,8.7,26.1,1.4,0.8,11.6,26.3,2.3,-0.4,2.3,2020,27739975,124292187,34.05882353,0.603,111159664
Derrick White,SG,25,SAS,68,1677,16.4,0.391,0.382,7.2,20,1.3,3.1,12.1,18.9,1.2,0.1,1.4,2020,1948080,124292187,24.66176471,0.593,111159664
Jakob Poeltl,C,24,SAS,66,1171,19.1,0,0.323,17.3,13.6,1.5,7.1,15.1,13.2,0.5,2,1.3,2020,3754885,124292187,17.74242424,0.612,111159664
LaMarcus Aldridge,C,34,SAS,53,1754,19.7,0.198,0.241,12,11.4,1,4.4,7.8,23.4,1.8,-0.5,1.5,2020,26000000,124292187,33.09433962,0.571,111159664
Lonnie Walker,SG,21,SAS,61,988,10.5,0.283,0.171,7.6,9.6,1.5,1.2,10.3,18.7,-2.5,-1,-0.4,2020,2764200,124292187,16.19672131,0.507,111159664
Marco Belinelli,SG,33,SAS,57,883,10.8,0.567,0.185,6,10.7,0.6,0.1,5.3,17.5,-0.7,-2,-0.2,2020,5846154,124292187,15.49122807,0.532,111159664
Rudy Gay,PF,33,SAS,67,1461,15.4,0.369,0.228,13.4,11.3,1.1,2,11.8,22,0,-0.9,0.4,2020,14500000,124292187,21.80597015,0.553,111159664
Trey Lyles,PF,24,SAS,63,1271,12.6,0.49,0.131,15.3,7.2,1.1,1.9,9.7,13.6,-0.5,-0.7,0.3,2020,5500000,124292187,20.17460317,0.557,111159664
Chris Boucher,PF,27,TOR,62,819,20.7,0.395,0.388,17.9,4.8,1.3,7.3,7.4,19.7,1,1,0.8,2020,1588231,123743063,13.20967742,0.587,111159664
Fred VanVleet,PG,25,TOR,54,1928,16.3,0.484,0.256,5.6,27.7,2.5,0.9,12.3,21.7,1.2,1.4,2.3,2020,9346153,123743063,35.7037037,0.553,111159664
Kyle Lowry,PG,33,TOR,58,2098,17.7,0.58,0.427,7.3,30.6,1.9,1.2,15.7,23.1,2.2,1,2.8,2020,33296296,123743063,36.17241379,0.59,111159664
Marc Gasol,C,35,TOR,44,1161,11.8,0.53,0.176,12.5,17.3,1.4,3.2,16.4,13.2,-1.2,2.8,1.1,2020,25595700,123743063,26.38636364,0.551,111159664
Norman Powell,SG,26,TOR,52,1479,16.8,0.457,0.256,6.8,9.7,1.9,1.4,10.4,21.5,1.2,0.8,1.5,2020,10116576,123743063,28.44230769,0.624,111159664
OG Anunoby,SF,22,TOR,69,2066,13.2,0.403,0.18,9.3,7.5,2.2,2.1,11.5,14.3,-0.8,1.9,1.7,2020,2281800,123743063,29.94202899,0.6,111159664
Pascal Siakam,PF,25,TOR,60,2110,17.9,0.331,0.274,11,16.4,1.4,2.5,10.7,28.1,1.3,0.5,2,2020,2351838,123743063,35.16666667,0.554,111159664
Rondae Hollis-Jefferson,SF,25,TOR,60,1122,15.1,0.07,0.435,13.3,13.6,2,2,13.1,17.2,-1.2,1.5,0.6,2020,2500000,123743063,18.7,0.533,111159664
Serge Ibaka,C,30,TOR,55,1485,17.3,0.272,0.185,16.1,8.6,0.9,3,13.1,24,0.1,0,0.8,2020,23271604,123743063,27,0.583,111159664
Terence Davis,SG,22,TOR,72,1209,13.8,0.555,0.135,10.3,14.2,1.5,1.1,14.1,19,0.1,0.7,0.8,2020,898310,123743063,16.79166667,0.588,111159664
Bojan Bogdanovic,SF,30,UTA,63,2083,15.6,0.489,0.296,6.8,10,0.8,0.3,13.1,25.5,1.6,-1.5,1.1,2020,17000000,121854632,33.06349206,0.603,111159664
Donovan Mitchell,SG,23,UTA,69,2364,18.8,0.352,0.24,7.1,21.6,1.4,0.5,11,30.8,2.4,-0.6,2.3,2020,3635760,121854632,34.26086957,0.558,111159664
Emmanuel Mudiay,PG,23,UTA,54,850,13,0.266,0.254,8.2,20.9,1.4,1,17.3,22.6,-1.8,-0.1,0,2020,1737145,121854632,15.74074074,0.543,111159664
Georges Niang,PF,26,UTA,66,923,11.7,0.699,0.075,7.6,7,0.9,0.4,8.3,17.2,0.4,-0.5,0.4,2020,1645357,121854632,13.98484848,0.589,111159664
Joe Ingles,SF,32,UTA,72,2137,12.6,0.638,0.17,7.2,24.4,1.5,0.4,19.3,15.1,0,0.7,1.5,2020,11454546,121854632,29.68055556,0.595,111159664
Jordan Clarkson,SG,27,UTA,42,1039,16.5,0.47,0.146,6.3,10.8,1.4,0.6,9.2,26.7,1.3,-1.2,0.5,2020,13437500,121854632,24.73809524,0.569,111159664
Mike Conley,PG,32,UTA,47,1363,14.1,0.451,0.245,6.1,23.1,1.3,0.3,12.8,23.1,0.7,-0.4,0.8,2020,32511623,121854632,29,0.537,111159664
Royce O'Neale,PF,26,UTA,71,2049,9.5,0.668,0.151,10.4,11.6,1.4,1.3,13.5,9.6,-1.3,2.2,1.5,2020,1618520,121854632,28.85915493,0.578,111159664
Rudy Gobert,C,27,UTA,68,2333,21.7,0,0.724,21.6,6.5,1.1,4.8,15,16.2,1.7,1.9,3.3,2020,25258427,121854632,34.30882353,0.699,111159664
Bradley Beal,SG,26,WAS,57,2053,23.2,0.369,0.351,6.4,29.5,1.6,1,11.4,34.4,5.3,-2.4,2.5,2020,27093018,131860280,36.01754386,0.579,111159664
Isaac Bonga,SF,20,WAS,66,1250,10.2,0.303,0.363,9.7,7.9,1.7,1.5,17.6,11,-2.7,-0.1,-0.3,2020,1416852,131860280,18.93939394,0.608,111159664
Moritz Wagner,C,22,WAS,45,835,15.1,0.301,0.357,14.3,9.8,1.6,2,17.7,18.6,-2,-0.3,-0.1,2020,2063520,131860280,18.55555556,0.638,111159664
Rui Hachimura,PF,21,WAS,48,1444,13.5,0.16,0.257,11.1,8.8,1.2,0.5,8,19,-1.2,-2,-0.4,2020,4469160,131860280,30.08333333,0.535,111159664
Thomas Bryant,PF,27,WAS,54,1583,15.5,0.774,0.2,8.5,8.4,1.1,1.8,8.2,19,2.7,-1.8,1.1,2020,8000000,131860280,29.31481481,0.649,111159664
Alex Len,C,25,ATL,77,1544,17.2,0.315,0.333,14.4,8.6,0.8,3.9,11.5,22.1,0,-1.3,0.3,2019,4421709,80485339,20.05194805,0.575,105634112
Dewayne Dedmon,C,29,ATL,64,1609,16,0.413,0.215,15.7,8.1,2,3.8,12.7,16.7,-0.3,0.8,1,2019,6403854,80485339,25.140625,0.602,105634112
Jeremy Lin,PG,30,ATL,51,1003,15.9,0.342,0.435,6.2,26.7,1.8,0.6,17.6,22.6,0.3,-1,0.3,2019,12723081,80485339,19.66666667,0.594,105634112
John Collins,PF,21,ATL,61,1829,21.8,0.19,0.32,17.1,11,0.6,1.8,11.2,23.7,2.8,-1.9,1.3,2019,2336979,80485339,29.98360656,0.627,105634112
Kent Bazemore,SG,29,ATL,67,1643,11.9,0.434,0.253,8.3,13.5,2.5,2.2,13.6,22,-2.5,0.2,-0.1,2019,18388097,80485339,24.52238806,0.507,105634112
Kevin Huerter,SG,20,ATL,75,2048,10.1,0.537,0.085,6.3,14.5,1.5,1.1,13.8,15.7,-1.6,-0.8,-0.2,2019,2288066,80485339,27.30666667,0.533,105634112
Omari Spellman,PF,21,ATL,46,805,12.4,0.525,0.184,12.7,8,1.5,2.7,10.5,14.9,-0.5,-0.7,0.2,2019,1649266,80485339,17.5,0.516,105634112
Taurean Prince,SF,24,ATL,55,1552,11.9,0.53,0.195,6.7,11.1,1.6,1.1,13.4,19.5,-1,-1,0,2019,2568494,80485339,28.21818182,0.575,105634112
Trae Young,PG,20,ATL,81,2503,17,0.384,0.33,6.3,40.5,1.3,0.5,17.6,28.4,2.3,-2.8,0.9,2019,5451692,80485339,30.90123457,0.539,105634112
Vince Carter,PF,42,ATL,76,1330,11.8,0.675,0.141,7.7,9.3,1.5,1.8,8.8,16.7,-0.4,-0.3,0.5,2019,2433349,80485339,17.5,0.565,105634112
Al Horford,C,32,BOS,68,1973,20.2,0.281,0.131,12.4,21.2,1.4,3.9,11.8,18.9,3.3,1.9,3.6,2019,29405595,127401110,29.01470588,0.605,105634112
Aron Baynes,C,32,BOS,51,821,14,0.274,0.278,15.6,9.3,0.7,3.7,13.8,15.2,-1.8,0.3,0.1,2019,5279215,127401110,16.09803922,0.567,105634112
Daniel Theis,C,26,BOS,66,908,17,0.252,0.286,13.2,10.5,1.1,4.1,9.9,15.8,-0.8,0.9,0.5,2019,1400962,127401110,13.75757576,0.624,105634112
Gordon Hayward,PF,28,BOS,72,1863,15.6,0.364,0.294,9.2,18.4,1.6,1.1,12.8,19,0.4,0.4,1.3,2019,31728857,127401110,25.875,0.575,105634112
Jaylen Brown,SG,22,BOS,74,1913,13.5,0.348,0.255,8.7,7.7,1.7,1.5,10.1,22.1,-1.6,-0.4,0,2019,5255185,127401110,25.85135135,0.547,105634112
Jayson Tatum,SF,20,BOS,79,2455,15.1,0.3,0.22,10.4,10,1.6,2.1,9.7,22.1,-0.4,0.2,1.1,2019,6811261,127401110,31.07594937,0.547,105634112
Kyrie Irving,PG,26,BOS,67,2214,24.3,0.35,0.197,8.1,35,2.2,1.4,11.3,29.6,6,1.1,5.1,2019,20430521,127401110,33.04477612,0.592,105634112
Marcus Morris,PF,29,BOS,75,2091,14.2,0.461,0.205,11.7,7.5,1,1.1,9.1,20.9,-0.2,-0.7,0.6,2019,5463606,127401110,27.88,0.568,105634112
Marcus Smart,SG,24,BOS,80,2200,13.1,0.61,0.228,5.7,19.1,3.1,1.1,16.5,14.6,-1.2,2,1.5,2019,11344698,127401110,27.5,0.568,105634112
Terry Rozier,PG,24,BOS,79,1791,12.9,0.506,0.14,9.1,17.7,1.8,1,8.8,18.6,-0.7,0.5,0.8,2019,3100674,127401110,22.67088608,0.501,105634112
Allen Crabbe,SG,26,BRK,43,1133,7.7,0.694,0.15,6.9,5.8,1,0.9,10.4,16.4,-2.4,-0.4,-0.2,2019,19651193,120809821,26.34883721,0.519,105634112
D'Angelo Russell,PG,22,BRK,81,2448,19.4,0.419,0.135,6.8,41.3,1.9,0.6,13.6,31.9,4,-0.6,3.4,2019,7135416,120809821,30.22222222,0.533,105634112
DeMarre Carroll,PF,32,BRK,67,1703,12.1,0.539,0.421,10.8,7.2,0.9,0.5,9.7,18.6,-0.9,-0.6,0.2,2019,15653866,120809821,25.41791045,0.546,105634112
Ed Davis,C,29,BRK,81,1446,17.3,0.007,0.536,25.2,6,1.2,1.8,14.6,12.7,-0.6,0.7,0.7,2019,4522341,120809821,17.85185185,0.632,105634112
Jared Dudley,PF,33,BRK,59,1220,7.8,0.632,0.192,6.7,9.2,1.4,1,14.2,10.4,-2.9,1.1,0.1,2019,9687100,120809821,20.6779661,0.554,105634112
Jarrett Allen,C,20,BRK,80,2096,18.5,0.079,0.489,16.8,7.9,1,4.5,13,15.9,0.2,1.4,1.9,2019,2067652,120809821,26.2,0.632,105634112
Joe Harris,SG,27,BRK,76,2293,13.5,0.516,0.178,6.7,11.9,0.8,0.6,13,17,0.8,-0.3,1.4,2019,8470706,120809821,30.17105263,0.645,105634112
Rodions Kurucs,SF,20,BRK,63,1294,11,0.41,0.205,10,6,1.5,1.5,13.6,18.4,-2.9,0.3,-0.2,2019,1717859,120809821,20.53968254,0.545,105634112
Rondae Hollis-Jefferson,SF,24,BRK,59,1234,12.5,0.101,0.376,13.2,11.7,1.7,1.7,10.7,21.6,-3,0.4,-0.2,2019,2511079,120809821,20.91525424,0.464,105634112
Shabazz Napier,PG,27,BRK,56,983,15.3,0.524,0.317,5.3,22.2,2,1.3,11.7,24,0.9,0.6,0.9,2019,1974442,120809821,17.55357143,0.534,105634112
Spencer Dinwiddie,PG,25,BRK,68,1914,16.3,0.447,0.43,4.6,25.6,1,0.7,13.4,24.9,1.4,-0.8,1.3,2019,1683392,120809821,28.14705882,0.58,105634112
Antonio Blakeney,SG,22,CHI,57,829,10.6,0.23,0.192,6.9,8.2,0.7,0.9,7.5,24.5,-2.4,-2.7,-0.7,2019,1371627,114454351,14.54385965,0.487,105634112
Chandler Hutchison,SF,22,CHI,44,895,8.8,0.239,0.182,11.2,5.3,1.2,0.6,10,12.2,-3.4,-0.5,-0.4,2019,2024349,114454351,20.34090909,0.507,105634112
Kris Dunn,PG,24,CHI,46,1389,12.4,0.19,0.136,7.3,30,2.4,1.3,16.2,20.1,-2.8,0.2,-0.2,2019,4290582,114454351,30.19565217,0.484,105634112
Lauri Markkanen,PF,21,CHI,52,1682,17.1,0.418,0.245,15.2,7.2,1.1,1.7,8.8,25.1,1.4,-1.5,0.7,2019,4610897,114454351,32.34615385,0.553,105634112
Robin Lopez,C,30,CHI,74,1606,15.9,0.058,0.23,9.7,8.8,0.3,4.2,14,18.6,-0.6,-1.4,0,2019,14594435,114454351,21.7027027,0.598,105634112
Ryan Arcidiacono,PG,24,CHI,81,1961,11.6,0.519,0.244,6.1,18.9,1.6,0.2,12,11.7,-2,0.1,0.1,2019,1371627,114454351,24.20987654,0.588,105634112
